C0 (4060 genes)	C1 (1821 genes)	C2 (1008 genes)	C3 (1919 genes)	C4 (4920 genes)	C5 (2858 genes)	C6 (1913 genes)	C7 (256 genes)
Pele_NODE_13292_length_4159_cov_415.617964_g663_i37				Pele_NODE_13447_length_4141_cov_196.413225_g3441_i7	Pele_NODE_4837_length_5787_cov_107.204235_g2442_i0		
Pele_NODE_133219_length_888_cov_1268.348466_g69731_i0				Pele_NODE_13454_length_4140_cov_368.384067_g487_i5	Pele_NODE_48402_length_2260_cov_486.535437_g6518_i10		
Pele_NODE_133331_length_887_cov_2348.687961_g68622_i1				Pele_NODE_134647_length_876_cov_318.090909_g53754_i2	Pele_NODE_48494_length_2257_cov_848.457875_g20150_i1		
Pele_NODE_133354_length_887_cov_252.799754_g69837_i0				Pele_NODE_13472_length_4138_cov_803.180074_g6227_i0	Pele_NODE_48504_length_2257_cov_66.823260_g21165_i0		
Pele_NODE_133385_length_887_cov_42.447174_g69852_i0				Pele_NODE_134762_length_875_cov_1189.622195_g34643_i4	Pele_NODE_48536_length_2256_cov_306.779661_g20649_i2		
Pele_NODE_133447_length_886_cov_855.682657_g27280_i4				Pele_NODE_13485_length_4137_cov_131.856545_g386_i74	Pele_NODE_4861_length_5778_cov_223.385627_g663_i15		
Pele_NODE_133461_length_886_cov_269.404674_g69910_i0				Pele_NODE_134980_length_873_cov_3008.972500_g71105_i0	Pele_NODE_48665_length_2252_cov_279.392841_g18054_i1		
Pele_NODE_133467_length_886_cov_187.141451_g69915_i0				Pele_NODE_13517_length_4133_cov_167.292857_g6245_i0	Pele_NODE_48714_length_2251_cov_145.199725_g14859_i2		
Pele_NODE_133496_length_886_cov_36.182042_g69936_i0				Pele_NODE_13534_length_4131_cov_194.928043_g1380_i12	Pele_NODE_48778_length_2249_cov_678.692555_g21291_i0		
Pele_NODE_133569_length_885_cov_2424.338670_g70002_i0				Pele_NODE_135362_length_870_cov_67.687578_g10111_i2	Pele_NODE_48803_length_2249_cov_52.971507_g21296_i0		
Pele_NODE_133570_length_885_cov_2278.889163_g70003_i0				Pele_NODE_135469_length_869_cov_237.582915_g71490_i0	Pele_NODE_48862_length_2247_cov_2029.859706_g21323_i0		
Pele_NODE_133584_length_885_cov_377.502463_g70010_i0				Pele_NODE_135584_length_868_cov_680.548428_g2817_i5	Pele_NODE_48901_length_2246_cov_496.851358_g4335_i10		
Pele_NODE_13367_length_4150_cov_993.679176_g6177_i0				Pele_NODE_13566_length_4127_cov_277.886532_g5626_i4	Pele_NODE_48942_length_2245_cov_258.191989_g21353_i0		
Pele_NODE_133725_length_884_cov_136.565968_g70113_i0				Pele_NODE_1357_length_7953_cov_105.988706_g755_i0	Pele_NODE_48945_length_2245_cov_190.521179_g21356_i0		
Pele_NODE_133822_length_883_cov_97.706173_g70185_i0				Pele_NODE_13589_length_4125_cov_317.977048_g6278_i0	Pele_NODE_49016_length_2243_cov_107.252074_g21385_i0		
Pele_NODE_133923_length_882_cov_604.049444_g70270_i0				Pele_NODE_13601_length_4124_cov_645.867440_g6281_i0	Pele_NODE_49045_length_2242_cov_118.118949_g21404_i0		
Pele_NODE_134294_length_879_cov_94.200993_g70567_i0				Pele_NODE_13605_length_4124_cov_211.138484_g6283_i0	Pele_NODE_49079_length_2241_cov_220.160055_g14792_i1		
Pele_NODE_134412_length_878_cov_387.647205_g70661_i0				Pele_NODE_136095_length_864_cov_33.079646_g71980_i0	Pele_NODE_49084_length_2241_cov_109.357011_g21420_i0		
Pele_NODE_134416_length_878_cov_305.626087_g70663_i0				Pele_NODE_13613_length_4123_cov_536.479506_g2214_i5	Pele_NODE_49198_length_2237_cov_2735.492606_g12408_i2		
Pele_NODE_134428_length_878_cov_133.814907_g70671_i0				Pele_NODE_136194_length_863_cov_135.721519_g1092_i17	Pele_NODE_49203_length_2237_cov_567.003235_g16448_i1		
Pele_NODE_134789_length_875_cov_93.724439_g70949_i0				Pele_NODE_13623_length_4122_cov_832.256854_g6292_i0	Pele_NODE_49238_length_2236_cov_302.662506_g21491_i0		
Pele_NODE_134871_length_874_cov_6094.634207_g48566_i7				Pele_NODE_13645_length_4120_cov_205.447492_g5271_i2	Pele_NODE_49239_length_2236_cov_244.677762_g21492_i0		
Pele_NODE_134874_length_874_cov_2388.448190_g71015_i0				Pele_NODE_13660_length_4118_cov_1238.378739_g252_i1	Pele_NODE_49278_length_2235_cov_125.144311_g21508_i0		
Pele_NODE_134912_length_874_cov_30.857678_g71041_i0				Pele_NODE_13662_length_4118_cov_518.131273_g6307_i0	Pele_NODE_49296_length_2234_cov_1201.927811_g18139_i1		
Pele_NODE_135030_length_873_cov_23.401250_g71141_i0				Pele_NODE_13692_length_4116_cov_383.642592_g6320_i0	Pele_NODE_49351_length_2233_cov_49.287963_g21542_i0		
Pele_NODE_135223_length_871_cov_204.067669_g71294_i0				Pele_NODE_136940_length_857_cov_211.035714_g72658_i0	Pele_NODE_49408_length_2231_cov_332.916126_g20985_i1		
Pele_NODE_135455_length_869_cov_1283.701005_g71479_i0				Pele_NODE_137035_length_856_cov_5619.630907_g64_i1169	Pele_NODE_49409_length_2231_cov_316.693698_g21569_i0		
Pele_NODE_135475_length_869_cov_156.217337_g71496_i0				Pele_NODE_13706_length_4114_cov_203.124227_g164_i75	Pele_NODE_49418_length_2231_cov_156.993049_g21572_i0		
Pele_NODE_135494_length_869_cov_51.952261_g71509_i0				Pele_NODE_137170_length_855_cov_5789.428389_g58174_i1	Pele_NODE_49420_length_2231_cov_91.504634_g21574_i0		
Pele_NODE_135500_length_869_cov_36.189698_g71513_i0				Pele_NODE_13736_length_4110_cov_3644.968541_g6339_i0	Pele_NODE_49429_length_2230_cov_14486.643950_g21579_i0		
Pele_NODE_135502_length_869_cov_35.199749_g71515_i0				Pele_NODE_13748_length_4109_cov_60.238603_g6344_i0	Pele_NODE_49459_length_2229_cov_560.600649_g18215_i1		
Pele_NODE_135698_length_867_cov_2543.821159_g71670_i0				Pele_NODE_137553_length_852_cov_328.829268_g73147_i0	Pele_NODE_49501_length_2228_cov_440.655220_g21610_i0		
Pele_NODE_135704_length_867_cov_1262.137280_g71673_i0				Pele_NODE_13759_length_4107_cov_360.455131_g1426_i2	Pele_NODE_49553_length_2227_cov_519.615599_g11666_i1		
Pele_NODE_135735_length_867_cov_60.727960_g68556_i1				Pele_NODE_13763_length_4107_cov_127.315072_g1056_i4	Pele_NODE_49621_length_2225_cov_209.734665_g21649_i0		
Pele_NODE_135749_length_867_cov_22.593199_g71702_i0				Pele_NODE_13791_length_4104_cov_333.853882_g64_i204	Pele_NODE_49655_length_2224_cov_183.014877_g14928_i1		
Pele_NODE_135810_length_866_cov_689.156368_g71758_i0				Pele_NODE_138145_length_847_cov_26634.501292_g73623_i0	Pele_NODE_49796_length_2220_cov_54.163484_g21715_i0		
Pele_NODE_135818_length_866_cov_268.215637_g71764_i0				Pele_NODE_138187_length_847_cov_90.454780_g73650_i0	Pele_NODE_49821_length_2219_cov_484.797297_g21726_i0		
Pele_NODE_135960_length_865_cov_122.054293_g71876_i0				Pele_NODE_13826_length_4101_cov_95.090616_g5810_i1	Pele_NODE_49822_length_2219_cov_443.573625_g21727_i0		
Pele_NODE_135968_length_865_cov_50.404040_g71882_i0				Pele_NODE_138277_length_846_cov_1864.413972_g5743_i8	Pele_NODE_49857_length_2218_cov_708.354312_g21291_i2		
Pele_NODE_136054_length_864_cov_325.489254_g71954_i0				Pele_NODE_138279_length_846_cov_1629.206986_g73728_i0	Pele_NODE_49890_length_2217_cov_865.440299_g7469_i4		
Pele_NODE_136195_length_863_cov_134.882278_g72055_i0				Pele_NODE_138413_length_845_cov_382.730570_g21786_i7	Pele_NODE_49912_length_2217_cov_76.573228_g21756_i0		
Pele_NODE_136342_length_862_cov_56.736375_g72175_i0				Pele_NODE_138756_length_842_cov_1574.250975_g74110_i0	Pele_NODE_49972_length_2215_cov_197.415500_g2541_i2		
Pele_NODE_136353_length_862_cov_29.081115_g72182_i0				Pele_NODE_138769_length_842_cov_401.925878_g74117_i0	Pele_NODE_50000_length_2214_cov_770.097151_g21799_i0		
Pele_NODE_136423_length_861_cov_4303.460660_g4261_i4				Pele_NODE_138889_length_841_cov_363.299479_g74213_i0	Pele_NODE_50001_length_2214_cov_758.698272_g21800_i0		
Pele_NODE_136693_length_859_cov_44.304071_g72460_i0				Pele_NODE_13894_length_4095_cov_969.825460_g64_i208	Pele_NODE_50049_length_2213_cov_160.793925_g20895_i1		
Pele_NODE_136719_length_859_cov_9.444020_g72474_i0				Pele_NODE_13895_length_4095_cov_797.863252_g6413_i0	Pele_NODE_50052_length_2213_cov_98.112617_g21816_i0		
Pele_NODE_136966_length_857_cov_42.076531_g72675_i0				Pele_NODE_138996_length_840_cov_417.535854_g74297_i0	Pele_NODE_5007_length_5724_cov_224.255707_g2448_i1		
Pele_NODE_136979_length_857_cov_10.846939_g72682_i0				Pele_NODE_139009_length_840_cov_239.970013_g74307_i0	Pele_NODE_50111_length_2211_cov_492.889616_g21843_i0		
Pele_NODE_137048_length_856_cov_826.881226_g72742_i0				Pele_NODE_13910_length_4094_cov_49.119871_g6418_i0	Pele_NODE_50117_length_2211_cov_125.161833_g21844_i0		
Pele_NODE_137184_length_855_cov_690.147059_g72847_i0				Pele_NODE_139227_length_838_cov_4592.769935_g74487_i0	Pele_NODE_50148_length_2210_cov_53.503978_g21854_i0		
Pele_NODE_137294_length_854_cov_15854.866837_g72934_i0				Pele_NODE_13930_length_4091_cov_689.593081_g6431_i0	Pele_NODE_50169_length_2209_cov_561.630618_g21864_i0		
Pele_NODE_137329_length_854_cov_104.258643_g72953_i0				Pele_NODE_13942_length_4090_cov_683.728155_g6439_i0	Pele_NODE_50234_length_2207_cov_1591.379569_g21897_i0		
Pele_NODE_13734_length_4111_cov_100.549529_g6338_i0				Pele_NODE_13954_length_4089_cov_401.145418_g6444_i0	Pele_NODE_50310_length_2205_cov_950.028143_g21324_i2		
Pele_NODE_137406_length_853_cov_16189.285897_g73021_i0				Pele_NODE_139628_length_835_cov_37.404199_g74812_i0	Pele_NODE_50427_length_2202_cov_1419.817285_g21986_i0		
Pele_NODE_137698_length_851_cov_108.976864_g73265_i0				Pele_NODE_13965_length_4088_cov_4061.207223_g6339_i5	Pele_NODE_50430_length_2202_cov_640.888210_g1670_i14		
Pele_NODE_137792_length_850_cov_334.230373_g73344_i0				Pele_NODE_13975_length_4087_cov_558.348779_g6455_i0	Pele_NODE_50431_length_2202_cov_427.125881_g20715_i1		
Pele_NODE_137819_length_850_cov_49.419562_g73360_i0				Pele_NODE_139833_length_833_cov_719.390789_g74996_i0	Pele_NODE_50437_length_2202_cov_256.147957_g21638_i1		
Pele_NODE_138144_length_847_cov_42649.719638_g73622_i0				Pele_NODE_139840_length_833_cov_235.592105_g26488_i7	Pele_NODE_50518_length_2200_cov_208.915374_g22022_i0		
Pele_NODE_138155_length_847_cov_1133.760982_g67948_i2				Pele_NODE_139841_length_833_cov_203.317105_g75001_i0	Pele_NODE_50585_length_2198_cov_186.508235_g22053_i0		
Pele_NODE_138402_length_845_cov_1237.922280_g73826_i0				Pele_NODE_13986_length_4086_cov_275.142537_g4047_i4	Pele_NODE_50698_length_2195_cov_143.856268_g22105_i0		
Pele_NODE_138433_length_845_cov_44.198187_g73847_i0				Pele_NODE_13990_length_4086_cov_167.149016_g278_i128	Pele_NODE_50735_length_2194_cov_65.649222_g22123_i0		
Pele_NODE_138446_length_845_cov_23.481865_g73854_i0				Pele_NODE_13992_length_4086_cov_92.075754_g6461_i0	Pele_NODE_50750_length_2193_cov_435.804717_g2178_i57		
Pele_NODE_13848_length_4099_cov_54.189767_g6392_i0				Pele_NODE_14001_length_4085_cov_187.838734_g6467_i0	Pele_NODE_50783_length_2192_cov_670.605946_g22144_i0		
Pele_NODE_138774_length_842_cov_296.325098_g74120_i0				Pele_NODE_140075_length_831_cov_7558.857520_g75187_i0	Pele_NODE_50897_length_2189_cov_50.018904_g22190_i0		
Pele_NODE_138789_length_842_cov_87.252276_g74129_i0				Pele_NODE_14009_length_4084_cov_1964.491399_g6472_i0	Pele_NODE_5093_length_5699_cov_254.003377_g2558_i0		
Pele_NODE_139025_length_840_cov_37.601043_g74319_i0				Pele_NODE_140719_length_826_cov_110.787517_g75693_i0	Pele_NODE_50966_length_2186_cov_976.856129_g22218_i0		
Pele_NODE_13911_length_4094_cov_28.397662_g6419_i0				Pele_NODE_14080_length_4076_cov_589.379715_g4797_i1	Pele_NODE_50967_length_2186_cov_883.955513_g14647_i2		
Pele_NODE_139349_length_837_cov_4535.935864_g74593_i0				Pele_NODE_14083_length_4076_cov_153.532101_g6498_i0	Pele_NODE_51259_length_2178_cov_107.828504_g6894_i10		
Pele_NODE_139387_length_837_cov_50.632199_g74620_i0				Pele_NODE_14091_length_4075_cov_461.690155_g6501_i0	Pele_NODE_51282_length_2177_cov_1956.717205_g1255_i2		
Pele_NODE_139493_length_836_cov_188.513761_g74706_i0				Pele_NODE_14092_length_4075_cov_428.379810_g6502_i0	Pele_NODE_51291_length_2177_cov_277.678232_g22357_i0		
Pele_NODE_139689_length_835_cov_2.863517_g74865_i0				Pele_NODE_14097_length_4075_cov_122.255122_g6504_i0	Pele_NODE_51401_length_2174_cov_1457.632556_g19668_i1		
Pele_NODE_139704_length_835_cov_1.998688_g74880_i0				Pele_NODE_14099_length_4075_cov_65.111444_g6506_i0	Pele_NODE_51459_length_2173_cov_92.120000_g22433_i0		
Pele_NODE_139723_length_834_cov_403.632063_g74895_i0				Pele_NODE_14102_length_4075_cov_30.364818_g6508_i0	Pele_NODE_51496_length_2172_cov_372.940924_g8044_i4		
Pele_NODE_139858_length_833_cov_44.475000_g71306_i1				Pele_NODE_141137_length_823_cov_18.892000_g76038_i0	Pele_NODE_51531_length_2171_cov_365.342707_g2879_i26		
Pele_NODE_140095_length_831_cov_148.048813_g75199_i0				Pele_NODE_141345_length_821_cov_247.324866_g76208_i0	Pele_NODE_51650_length_2167_cov_399.510029_g18927_i2		
Pele_NODE_140340_length_829_cov_39.752646_g75388_i0				Pele_NODE_14140_length_4071_cov_166.335168_g6521_i0	Pele_NODE_51717_length_2165_cov_2635.450287_g19025_i1		
Pele_NODE_140354_length_829_cov_18.250000_g75398_i0				Pele_NODE_14150_length_4070_cov_431.641731_g6526_i0	Pele_NODE_51784_length_2163_cov_366.071292_g14148_i2		
Pele_NODE_140559_length_827_cov_32282.814324_g75568_i0				Pele_NODE_14155_length_4070_cov_140.967976_g6527_i0	Pele_NODE_51810_length_2162_cov_752.113930_g21122_i1		
Pele_NODE_140567_length_827_cov_1169.685676_g75573_i0				Pele_NODE_14158_length_4070_cov_92.008757_g1782_i5	Pele_NODE_51884_length_2160_cov_1626.172496_g21897_i2		
Pele_NODE_140600_length_827_cov_95.481432_g75588_i0				Pele_NODE_141644_length_819_cov_3.943700_g76448_i0	Pele_NODE_51949_length_2158_cov_98.482974_g4397_i4		
Pele_NODE_140709_length_826_cov_492.239044_g68376_i1				Pele_NODE_14192_length_4067_cov_265.539559_g6542_i0	Pele_NODE_51981_length_2157_cov_76.630518_g22639_i0		
Pele_NODE_140717_length_826_cov_146.096946_g75691_i0				Pele_NODE_142092_length_815_cov_21.415094_g76798_i0	Pele_NODE_52119_length_2153_cov_5216.188462_g6712_i2		
Pele_NODE_140725_length_826_cov_66.823373_g75697_i0				Pele_NODE_142419_length_812_cov_68.461434_g39683_i2	Pele_NODE_52167_length_2152_cov_329.075998_g386_i271		
Pele_NODE_140729_length_826_cov_54.656042_g75701_i0				Pele_NODE_14261_length_4060_cov_552.212440_g918_i3	Pele_NODE_52233_length_2150_cov_386.424651_g5800_i3		
Pele_NODE_141063_length_823_cov_10154.505333_g75982_i0				Pele_NODE_1427_length_7837_cov_124.178903_g800_i0	Pele_NODE_52235_length_2150_cov_262.093404_g22759_i0		
Pele_NODE_141210_length_822_cov_16073.803738_g76105_i0				Pele_NODE_142815_length_809_cov_102.828804_g77404_i0	Pele_NODE_52363_length_2146_cov_2905.767487_g22814_i0		
Pele_NODE_141334_length_821_cov_533.401070_g76202_i0				Pele_NODE_14290_length_4058_cov_128.530991_g6580_i0	Pele_NODE_52369_length_2146_cov_961.605885_g20836_i1		
Pele_NODE_14144_length_4071_cov_51.036768_g6523_i0				Pele_NODE_143057_length_807_cov_21893.162125_g77610_i0	Pele_NODE_52463_length_2144_cov_72.744085_g22862_i0		
Pele_NODE_141585_length_819_cov_163.197051_g76399_i0				Pele_NODE_143181_length_806_cov_2135.435198_g13229_i20	Pele_NODE_52489_length_2143_cov_261.025121_g4917_i3		
Pele_NODE_141817_length_817_cov_3796.431452_g76584_i0				Pele_NODE_14322_length_4054_cov_858.984426_g6413_i4	Pele_NODE_52499_length_2143_cov_70.426570_g22877_i0		
Pele_NODE_141853_length_817_cov_25.072581_g76606_i0				Pele_NODE_143316_length_805_cov_344.428962_g77820_i0	Pele_NODE_52558_length_2141_cov_109.422631_g22905_i0		
Pele_NODE_141933_length_816_cov_270.009421_g76675_i0				Pele_NODE_14332_length_4053_cov_480.942714_g6254_i1	Pele_NODE_52596_length_2140_cov_226.714078_g16504_i4		
Pele_NODE_141940_length_816_cov_172.355316_g76681_i0				Pele_NODE_143651_length_802_cov_14783.204390_g34448_i2	Pele_NODE_52644_length_2138_cov_791.785472_g22945_i0		
Pele_NODE_142085_length_815_cov_34.533693_g76795_i0				Pele_NODE_143930_length_800_cov_19646.262724_g40357_i3	Pele_NODE_52905_length_2130_cov_2685.686923_g23054_i0		
Pele_NODE_142087_length_815_cov_33.854447_g76796_i0				Pele_NODE_143955_length_800_cov_136.107290_g78355_i0	Pele_NODE_52939_length_2129_cov_1527.122082_g23069_i0		
Pele_NODE_142093_length_815_cov_20.247978_g76799_i0				Pele_NODE_144287_length_797_cov_3899.116022_g78629_i0	Pele_NODE_52984_length_2128_cov_272.758637_g23089_i0		
Pele_NODE_142136_length_815_cov_3.281671_g76837_i0				Pele_NODE_14522_length_4033_cov_430.938131_g6444_i2	Pele_NODE_53015_length_2127_cov_2298.350049_g1126_i14		
Pele_NODE_142179_length_814_cov_371.925776_g64011_i2				Pele_NODE_14532_length_4032_cov_446.638292_g4603_i1	Pele_NODE_53029_length_2127_cov_242.547225_g23109_i0		
Pele_NODE_142199_length_814_cov_44.757085_g76889_i0				Pele_NODE_14552_length_4030_cov_274.075562_g6704_i0	Pele_NODE_53056_length_2126_cov_652.827569_g22583_i1		
Pele_NODE_142242_length_814_cov_3.404858_g76926_i0				Pele_NODE_14564_length_4029_cov_154.225228_g6708_i0	Pele_NODE_53099_length_2125_cov_256.805068_g849_i4		
Pele_NODE_142314_length_813_cov_37.579730_g76983_i0				Pele_NODE_14587_length_4026_cov_597.892487_g6712_i0	Pele_NODE_53100_length_2125_cov_141.245614_g2400_i9		
Pele_NODE_142558_length_811_cov_57.955285_g77182_i0				Pele_NODE_146052_length_784_cov_144.241913_g80138_i0	Pele_NODE_53224_length_2122_cov_271.353831_g23204_i0		
Pele_NODE_142564_length_811_cov_45.471545_g77187_i0				Pele_NODE_14679_length_4016_cov_1131.128582_g64_i221	Pele_NODE_53267_length_2121_cov_169.336426_g23224_i0		
Pele_NODE_142663_length_810_cov_451.807327_g77274_i0				Pele_NODE_14692_length_4015_cov_217.391933_g6466_i1	Pele_NODE_53269_length_2121_cov_137.894043_g18466_i1		
Pele_NODE_142669_length_810_cov_199.510176_g77280_i0				Pele_NODE_146996_length_777_cov_14637.235795_g80926_i0	Pele_NODE_53391_length_2117_cov_23491.033268_g23284_i0		
Pele_NODE_142672_length_810_cov_154.652646_g77282_i0				Pele_NODE_147009_length_777_cov_791.156250_g80936_i0	Pele_NODE_5341_length_5627_cov_106.170328_g2596_i1		
Pele_NODE_142686_length_810_cov_59.043419_g77293_i0				Pele_NODE_147132_length_776_cov_1248.266003_g81039_i0	Pele_NODE_53446_length_2116_cov_353.945668_g904_i53		
Pele_NODE_142726_length_810_cov_5.537313_g77326_i0				Pele_NODE_14762_length_4008_cov_1349.156798_g6799_i0	Pele_NODE_53557_length_2113_cov_2539.374020_g12897_i2		
Pele_NODE_14289_length_4058_cov_177.570640_g6579_i0				Pele_NODE_14763_length_4008_cov_490.049047_g1927_i8	Pele_NODE_53706_length_2109_cov_88.081041_g23421_i0		
Pele_NODE_142925_length_808_cov_4154.395918_g77501_i0				Pele_NODE_14792_length_4003_cov_1153.279644_g1693_i5	Pele_NODE_53838_length_2105_cov_2349.578740_g6911_i2		
Pele_NODE_142937_length_808_cov_789.662585_g77507_i0				Pele_NODE_14793_length_4003_cov_752.616539_g6813_i0	Pele_NODE_53883_length_2104_cov_2943.533727_g23499_i0		
Pele_NODE_142960_length_808_cov_127.804082_g77525_i0				Pele_NODE_148063_length_769_cov_656.571839_g81832_i0	Pele_NODE_53886_length_2104_cov_851.861645_g23501_i0		
Pele_NODE_142976_length_808_cov_39.620408_g77536_i0				Pele_NODE_14812_length_4001_cov_173.680499_g2885_i6	Pele_NODE_53969_length_2102_cov_124.652538_g23540_i0		
Pele_NODE_142984_length_808_cov_22.982313_g77542_i0				Pele_NODE_1482_length_7778_cov_252.508890_g826_i0	Pele_NODE_5414_length_5602_cov_112.433713_g2611_i1		
Pele_NODE_143063_length_807_cov_1250.480926_g77615_i0				Pele_NODE_148378_length_767_cov_12.559078_g82081_i0	Pele_NODE_54227_length_2095_cov_509.487636_g23651_i0		
Pele_NODE_143101_length_807_cov_23.559946_g77643_i0				Pele_NODE_14840_length_3999_cov_85.024962_g6837_i0	Pele_NODE_54229_length_2095_cov_418.128091_g9844_i3		
Pele_NODE_143232_length_806_cov_23.969986_g77748_i0				Pele_NODE_148631_length_765_cov_1294.595376_g82309_i0	Pele_NODE_54234_length_2095_cov_319.428783_g21803_i1		
Pele_NODE_14325_length_4054_cov_176.204220_g6598_i0				Pele_NODE_149054_length_762_cov_1606.314949_g82674_i0	Pele_NODE_54275_length_2094_cov_321.154379_g23670_i0		
Pele_NODE_143351_length_805_cov_24.169399_g77843_i0				Pele_NODE_149208_length_761_cov_2413.393895_g82814_i0	Pele_NODE_54304_length_2093_cov_333.514356_g23399_i1		
Pele_NODE_14338_length_4053_cov_43.469598_g6603_i0				Pele_NODE_149382_length_760_cov_348.458515_g82955_i0	Pele_NODE_54388_length_2091_cov_136.507929_g23719_i0		
Pele_NODE_143447_length_804_cov_172.756498_g77922_i0				Pele_NODE_149854_length_757_cov_50.861111_g83360_i0	Pele_NODE_54430_length_2090_cov_104.737234_g278_i429		
Pele_NODE_143486_length_804_cov_6.686731_g57433_i1				Pele_NODE_14986_length_3983_cov_407.891304_g6901_i0	Pele_NODE_54488_length_2088_cov_331.578660_g20853_i1		
Pele_NODE_143655_length_802_cov_1442.780521_g78104_i0				Pele_NODE_150385_length_753_cov_291.754412_g83816_i0	Pele_NODE_54518_length_2087_cov_2176.918570_g21323_i1		
Pele_NODE_143833_length_801_cov_52.420330_g78249_i0				Pele_NODE_150388_length_753_cov_251.920588_g8375_i9	Pele_NODE_54524_length_2087_cov_378.197617_g1217_i33		
Pele_NODE_143933_length_800_cov_2405.325997_g78340_i0				Pele_NODE_150426_length_753_cov_15.341176_g83846_i0	Pele_NODE_54668_length_2083_cov_7147.154229_g23849_i0		
Pele_NODE_143968_length_800_cov_48.724897_g78363_i0				Pele_NODE_15046_length_3976_cov_1207.205995_g64_i226	Pele_NODE_54681_length_2083_cov_183.422886_g15947_i1		
Pele_NODE_143969_length_800_cov_46.174691_g78364_i0				Pele_NODE_15049_length_3976_cov_260.650269_g6932_i0	Pele_NODE_5477_length_5583_cov_704.808893_g2730_i0		
